"date","proposal","who","state"
"
1110408
","

著作權集體管理團體條例第十四條及第二十四條條文修正草案

","
台灣民眾黨黨團等
","
 1110429   三讀
"
"
1110408
","

企業併購法部分條文修正草案

","
台灣民眾黨黨團等
","
 1110524   三讀
"
"
1110408
","

再生水資源發展條例第八條條文修正草案

","
台灣民眾黨黨團等
","
 1110429   三讀
"
"
1110408
","

公務人員保障法第二十三條及第一百零四條條文修正草案

","
時代力量黨團等
","
 1110530   三讀
"
"
1110408
","

公務員服務法第十一條、第十一條之一及第二十五條條文修正草案

","
時代力量黨團等
","
 1110530   三讀
"
"
1110408
","

勞動基準法部分條文修正草案

","
時代力量黨團等
","
 1110408   一讀(委員會待審)
"
"
1110401
","

國民體育法第二十五條條文修正草案

","
羅美玲等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

公民投票法增訂第十六條之一條文草案

","
羅美玲等
","
 1110401   退回程序
"
"
1110401
","

社會秩序維護法第九條條文修正草案

","
徐志榮等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

中華民國刑法第二十條條文修正草案

","
徐志榮等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

涉外民事法律適用法第四十六條、第五十四條及第六十三條條文修正草案

","
范雲等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

公務員服務法增訂第二十四條之一條文草案

","
范雲等
","
 1110530   三讀
"
"
1110401
","

促進轉型正義條例第二條條文修正草案

","
鄭天財等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

電子支付機構管理條例第二十九條條文修正草案

","
呂玉玲
","
 1111205   委員會審議中
"
"
1110401
","

菸害防制法第七條之一及第二十四條條文修正草案

","
呂玉玲
","
 1120112   三讀
"
"
1110401
","

中華民國刑法第九十一條之一條文修正草案

","
許淑華
","
 1110401   一讀(委員會待審)
"
"
1110401
","

技師法第十一條條文修正草案

","
李昆澤等
","
 1110505   委員會審議中
"
"
1110401
","

公文程式條例第十三條條文修正草案

","
李昆澤等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

公職人員財產申報法第六條條文修正草案

","
李昆澤等
","
 1110530   三讀
"
"
1110401
","

後備軍人召集優待條例草案

","
廖婉汝等
","
 1110513   三讀
"
"
1110401
","

所得稅法第十七條條文修正草案

","
蔣萬安
","
 1110401   一讀(委員會待審)
"
"
1110401
","

全民防衛動員準備法第九條條文修正草案

","
林奕華
","
 1110401   一讀(委員會待審)
"
"
1110401
","

國防產業發展條例第二條條文修正草案

","
林奕華
","
 1111115   三讀
"
"
1110401
","

產業創新條例第十二條之二條文修正草案

","
林奕華
","
 1110401   一讀(委員會待審)
"
"
1110401
","

財團法人國家同步輻射研究中心設置條例第四條、第五條及第七條條文修正草案

","
林奕華
","
 1110401   一讀(委員會待審)
"
"
1110401
","

教育基本法第二條條文修正草案

","
萬美玲
","
 1121207   委員會審議中
"
"
1110401
","

科學園區設置管理條例第二條條文修正草案

","
萬美玲
","
 1110401   一讀(委員會待審)
"
"
1110401
","

太空發展法第二條條文修正草案

","
萬美玲
","
 1120530   三讀
"
"
1110401
","

國家重點領域產學合作及人才培育創新條例第四條條文修正草案

","
萬美玲
","
 1110401   一讀(委員會待審)
"
"
1110401
","

建築法第七十七條之一及第八十一條條文修正草案

","
陳明文等
","
 1110426   三讀
"
"
1110401
","

消防法第九條條文修正草案

","
陳明文等
","
 1110426   三讀
"
"
1110401
","

公寓大廈管理條例增訂第二十九條之一及第四十九條之一條文草案

","
陳明文等
","
 1110426   三讀
"
"
1110401
","

專利法增訂第六十條之一條文草案

","
陳明文
","
 1110401   一讀(委員會待審)
"
"
1110401
","

廢止電子票證發行管理條例

","
陳明文
","
 1111220   三讀
"
"
1110401
","

勞動基準法第四十九條條文修正草案

","
陳明文
","
 1110401   一讀(委員會待審)
"
"
1110401
","

菸害防制法部分條文修正草案

","
陳明文
","
 1120112   三讀
"
"
1110401
","

中華民國刑法刪除第九十條條文草案

","
陳明文
","
 1110401   一讀(委員會待審)
"
"
1110401
","

學校飲食法草案

","
林宜瑾等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

教保服務人員條例部分條文修正草案

","
林宜瑾等
","
 1110531   三讀
"
"
1110401
","

勞動教育促進法草案

","
林宜瑾等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

促進轉型正義條例增訂第十一條之一條文草案

","
林宜瑾等
","
 1110517   三讀
"
"
1110401
","

建築法第七十七條之一條文修正草案

","
吳琪銘等
","
 1110426   三讀
"
"
1110401
","

公寓大廈管理條例第三十一條及第三十二條條文修正草案

","
吳琪銘等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

地方稅法通則第六條條文修正草案

","
吳琪銘等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

電業法第五十五條條文修正草案

","
何欣純
","
 1110401   一讀(委員會待審)
"
"
1110401
","

長期照顧服務法部分條文修正草案

","
何欣純
","
 1110401   一讀(委員會待審)
"
"
1110401
","

溫室氣體減量及管理法部分條文修正草案

","
何欣純
","
 1120110   三讀
"
"
1110401
","

公寓大廈管理條例第二十九條之一及第四十九條條文修正草案

","
賴瑞隆等
","
 1110426   三讀
"
"
1110401
","

組織犯罪防制條例第一條、第二條及第三條條文修正草案

","
賴瑞隆等
","
 1120519   撤回
"
"
1110401
","

勞動基準法部分條文修正草案

","
賴瑞隆等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

精神衛生法部分條文修正草案

","
吳玉琴
","
 1111129   三讀
"
"
1110401
","

公職人員財產申報法第六條及第八條條文修正草案

","
湯蕙禎等
","
 1110530   三讀
"
"
1110401
","

公立學校教職員個人專戶制退休資遣撫卹條例草案

","
范雲等
","
 1111216   三讀
"
"
1110401
","

公務人員個人專戶制退休資遣撫卹法草案

","
范雲等
","
 1111216   三讀
"
"
1110401
","

國家安全法修正草案

","
范雲等
","
 1110520   三讀
"
"
1110401
","

臺灣地區與大陸地區人民關係條例部分條文修正草案

","
范雲等
","
 1110520   三讀
"
"
1110401
","

再生水資源發展條例部分條文修正草案

","
蘇治芬
","
 1110429   三讀
"
"
1110401
","

農會法增訂第四十九條之三條文草案

","
蘇治芬
","
 1110401   一讀(委員會待審)
"
"
1110401
","

行政院農業委員會組織條例第十條條文修正草案

","
張育美等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

勞工退休金條例第十四條、第十四條之一及第三十四條條文修正草案

","
賴士葆等
","
 1121213   委員會審議中
"
"
1110401
","

水利法第八十三條之十條文修正草案

","
陳超明
","
 1110401   一讀(委員會待審)
"
"
1110401
","

財政收支劃分法第八條、第十二條及第十六條之一條文修正草案

","
陳超明等
","
 1120525   委員會審議中
"
"
1110401
","

國有財產法第五十三條條文修正草案

","
陳超明
","
 1110401   一讀(委員會待審)
"
"
1110401
","

就業服務法第五十八條條文修正草案

","
馬文君等
","
 1120421   三讀
"
"
1110401
","

消防法第九條條文修正草案

","
馬文君
","
 1110426   三讀
"
"
1110401
","

精神衛生法第十三條及第十四條條文修正草案

","
謝衣鳯等
","
 1111129   三讀
"
"
1110401
","

公寓大廈管理條例第十一條條文修正草案

","
謝衣鳯
","
 1110401   一讀(委員會待審)
"
"
1110401
","

再生醫療發展法草案

","
台灣民眾黨黨團等
","
 1120516   二讀(廣泛討論)
"
"
1110401
","

財團法人國家實驗研究院設置條例第四條及第七條條文修正草案

","
台灣民眾黨黨團等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

科學園區設置管理條例第二條條文修正草案

","
台灣民眾黨黨團等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

太空發展法第二條條文修正草案

","
台灣民眾黨黨團等
","
 1120530   三讀
"
"
1110401
","

國家重點領域產學合作及人才培育創新條例第四條條文修正草案

","
台灣民眾黨黨團等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

產業創新條例第十二條之二條文修正草案

","
台灣民眾黨黨團等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

野生動物保育法部分條文修正草案

","
台灣民眾黨黨團等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

公職人員選舉罷免法第四十一條及第一百零四條條文修正草案

","
台灣民眾黨黨團等
","
 1110401   一讀(委員會待審)
"
"
1110401
","

總統副總統選舉罷免法第三十八條及第九十條條文修正草案

","
台灣民眾黨黨團等
","
 1110401   一讀(委員會待審)
"
"
1110325
","

公務人員退休資遣撫卹法第三十七條條文修正草案

","
楊瓊瓔
","
 1110325   一讀(委員會待審)
"
"
1110325
","

精神衛生法修正草案

","
楊瓊瓔
","
 1111129   三讀
"
"
1110325
","

菸害防制法修正草案

","
楊瓊瓔
","
 1120112   三讀
"
"
1110325
","

反滲透法第八條條文修正草案

","
邱志偉等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

職業災害勞工保護法部分條文修正草案

","
邱志偉等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

就業保險法部分條文修正草案

","
邱志偉等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

地方制度法第三條及第六條之一條文修正草案

","
蔡易餘等
","
 1110425   委員會審議中
"
"
1110325
","

後備軍人召集優待條例草案

","
蔡易餘等
","
 1110513   三讀
"
"
1110325
","

菸酒稅法第七條條文修正草案

","
蔡易餘等
","
 1120112   三讀
"
"
1110325
","

中華民國刑法刪除第九十條條文草案

","
蔡易餘等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

菸害防制法部分條文修正草案

","
蔡易餘等
","
 1120112   三讀
"
"
1110325
","

建築法第七十七條之一條文修正草案

","
林宜瑾等
","
 1110426   三讀
"
"
1110325
","

大學法第七條條文修正草案

","
林宜瑾等
","
 1110519   委員會審竣
"
"
1110325
","

財團法人國家實驗研究院設置條例第四條及第七條條文修正草案

","
林宜瑾
","
 1110325   一讀(委員會待審)
"
"
1110325
","

財團法人國家同步輻射研究中心設置條例第四條、第五條及第七條條文修正草案

","
林宜瑾等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

公害糾紛處理法第四十六條條文修正草案

","
林宜瑾等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

性別工作平等法部分條文修正草案

","
林宜瑾
","
 1120731   三讀
"
"
1110325
","

災害防救法增訂第四十六條之一條文草案

","
羅美玲等
","
 1110524   二讀(已議決)
"
"
1110325
","

國家公園法第二十四條、第二十五條及第二十六條條文修正草案

","
羅美玲等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

專科以上學校校外實習教育法草案

","
羅美玲等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

陸海空軍軍官士官任職條例增訂第三條之一條文草案

","
羅美玲等
","
 1110524   三讀
"
"
1110325
","

教育部組織法增訂第八條之一條文草案

","
羅美玲
","
 1110325   一讀(委員會待審)
"
"
1110325
","

建築法第七十七條之一條文修正草案

","
陳秀寳等
","
 1110426   三讀
"
"
1110325
","

菸害防制法部分條文修正草案

","
陳秀寳
","
 1120112   三讀
"
"
1110325
","

公寓大廈管理條例第二十五條、第二十九條之一及第四十九條之一條文修正草案

","
張育美
","
 1110426   三讀
"
"
1110325
","

所得稅法第十七條條文修正草案

","
張育美
","
 1110325   一讀(委員會待審)
"
"
1110325
","

文化創意產業發展法部分條文修正草案

","
張育美
","
 1120512   三讀
"
"
1110325
","

勞動基準法第四十九條條文修正草案

","
張育美等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

國家重點領域產學合作及人才培育創新條例第四條條文修正草案

","
林奕華
","
 1110325   一讀(委員會待審)
"
"
1110325
","

國家發展委員會組織法第三條條文修正草案

","
林奕華
","
 1110325   一讀(委員會待審)
"
"
1110325
","

癌症防治法第八條條文修正草案

","
林奕華
","
 1110325   一讀(委員會待審)
"
"
1110325
","

環境教育法第二十二條條文修正草案

","
林奕華
","
 1110325   一讀(委員會待審)
"
"
1110325
","

廢棄物清理法第五條條文修正草案

","
管碧玲
","
 1110325   一讀(委員會待審)
"
"
1110325
","

著作權法第三條、第八十四條之一及第一百零四條條文修正草案

","
陳素月等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

電信管理法第三條、第八條之一及第八十條條文修正草案

","
陳素月等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

建築法第七十七條之一條文修正草案

","
湯蕙禎等
","
 1110426   三讀
"
"
1110325
","

臺灣地區與大陸地區人民關係條例部分條文修正草案

","
湯蕙禎
","
 1110520   三讀
"
"
1110325
","

中華民國刑法增訂第九十一條之二及第九十八條之一條文草案

","
林俊憲
","
 1110325   一讀(委員會待審)
"
"
1110325
","

社會救助法第五條條文修正草案

","
林俊憲等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

老人福利法第三十三條條文修正草案

","
林俊憲等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

性侵害犯罪防治法第二十二條條文修正草案

","
林俊憲等
","
 1120110   三讀
"
"
1110325
","

精神衛生法修正草案

","
邱泰源等
","
 1111129   三讀
"
"
1110325
","

勞動基準法部分條文修正草案

","
蔣萬安
","
 1110325   一讀(委員會待審)
"
"
1110325
","

學校衛生法第二十三條條文修正草案

","
萬美玲等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

學校衛生法第二十四條條文修正草案

","
萬美玲
","
 1110325   逕付二讀
"
"
1110325
","

學校衛生法第二十三條條文修正草案

","
馬文君等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

兒童及少年福利與權益保障法第一百零七條條文修正草案

","
馬文君等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

中華民國刑法第四十七條及第四十八條條文修正草案

","
翁重鈞
","
 1110325   一讀(委員會待審)
"
"
1110325
","

刑事訴訟法第四百七十七條條文修正草案

","
翁重鈞
","
 1121212   三讀
"
"
1110325
","

廢止電子票證發行管理條例

","
翁重鈞
","
 1111220   三讀
"
"
1110325
","

促進民間參與公共建設法部分條文修正草案

","
林楚茵等
","
 1111202   三讀
"
"
1110325
","

菸害防制法部分條文修正草案

","
羅美玲等
","
 1120112   三讀
"
"
1110325
","

幼兒教育及照顧法修正草案

","
范雲等
","
 1110531   三讀
"
"
1110325
","

教保服務人員條例修正草案

","
范雲等
","
 1110531   三讀
"
"
1110325
","

促進轉型正義條例部分條文修正草案

","
周春米等
","
 1110517   三讀
"
"
1110325
","

威權統治時期國家不法行為被害者權利回復條例草案

","
周春米等
","
 1110517   三讀
"
"
1110325
","

電影法部分條文修正草案

","
管碧玲
","
 1110325   一讀(委員會待審)
"
"
1110325
","

財團法人國家衛生研究院設置條例第三條、第七條及第十一條條文修正草案

","
林靜儀
","
 1110325   一讀(委員會待審)
"
"
1110325
","

優生保健法部分條文修正草案

","
林靜儀
","
 1110325   一讀(委員會待審)
"
"
1110325
","

災害防救法第二十四條條文修正草案

","
林靜儀等
","
 1110524   三讀
"
"
1110325
","

離島建設條例刪除第十條之二條文草案

","
林靜儀
","
 1110325   一讀(委員會待審)
"
"
1110325
","

勞動基準法第八十四條之一條文修正草案

","
林靜儀
","
 1110325   一讀(委員會待審)
"
"
1110325
","

性別工作平等法部分條文修正草案

","
林靜儀
","
 1110325   一讀(委員會待審)
"
"
1110325
","

藥事法第六條之一及第九十二條條文修正草案

","
林靜儀
","
 1110325   一讀(委員會待審)
"
"
1110325
","

紀念日及節日實施條例草案

","
林靜儀等
","
 1120302   委員會審議中
"
"
1110325
","

消防法部分條文修正草案

","
王美惠等
","
 1120530   三讀
"
"
1110325
","

後備軍人召集優待條例草案

","
溫玉霞等
","
 1110513   三讀
"
"
1110325
","

建築法第七十七條之一條文修正草案

","
鄭麗文
","
 1110426   三讀
"
"
1110325
","

戶籍法第十六條條文修正草案

","
鄭麗文等
","
 1110427   委員會審議中
"
"
1110325
","

學校衛生法第五條條文修正草案

","
鄭麗文
","
 1110325   一讀(委員會待審)
"
"
1110325
","

中華民國刑法第二百七十六條條文修正草案

","
鄭麗文等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

中華民國刑法第一百八十三條條文修正草案

","
鄭麗文
","
 1110325   一讀(委員會待審)
"
"
1110325
","

原住民族保留地管理利用條例草案

","
鄭天財等
","
 1110331   委員會審竣
"
"
1110325
","

菸害防制法部分條文修正草案

","
萬美玲
","
 1120112   三讀
"
"
1110325
","

多元人權保障基金設置條例草案

","
台灣民眾黨黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

公教人員保險法第三十六條條文修正草案

","
台灣民眾黨黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

農民健康保險條例第二十五條條文修正草案

","
台灣民眾黨黨團等
","
 1120110   三讀
"
"
1110325
","

交通安全基本法草案

","
台灣民眾黨黨團等
","
 1121201   三讀
"
"
1110325
","

醫師法部分條文修正草案

","
台灣民眾黨黨團等
","
 1110530   三讀
"
"
1110325
","

中華民國刑法部分條文修正草案

","
時代力量黨團等
","
 1111007   退回程序
"
"
1110325
","

中華民國刑法部分條文修正草案

","
時代力量黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

中華民國刑法第三百零九條及第三百十二條條文修正草案

","
時代力量黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

刑事妥速審判法第九條條文修正草案

","
時代力量黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

總統副總統選舉罷免法第二十六條條文修正草案

","
時代力量黨團等
","
 1120526   三讀
"
"
1110325
","

軍事審判法第二百條條文修正草案

","
時代力量黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

政黨法第七條條文修正草案

","
時代力量黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

漁會法第十六條之一條文修正草案

","
時代力量黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

農會法第十五條之一條文修正草案

","
時代力量黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

少年事件處理法第七十八條條文修正草案

","
時代力量黨團等
","
 1120530   三讀
"
"
1110325
","

組織犯罪防制條例第三條條文修正草案

","
時代力量黨團等
","
 1120509   三讀
"
"
1110325
","

農田水利會組織通則第十九條之二條文修正草案

","
時代力量黨團等
","
 1110325   一讀(委員會待審)
"
"
1110325
","

租賃住宅市場發展及管理條例部分條文修正草案

","
時代力量黨團等
","
 1120112   三讀
"
"
1110325
","

廢止竊盜犯贓物犯保安處分條例

","
時代力量黨團等
","
 1120418   三讀
"
"
1110325
","

臺灣地區與大陸地區人民關係條例部分條文修正草案

","
時代力量黨團等
","
 1110520   三讀
"
"
1110325
","

國家安全法修正草案

","
時代力量黨團等
","
 1110520   三讀
"
"
1110318
","

建築法第七十七條之一條文修正草案

","
楊瓊瓔
","
 1110426   三讀
"
"
1110318
","

專利法增訂第六十條之一條文草案

","
楊瓊瓔
","
 1110415   三讀
"
"
1110318
","

商標法部分條文修正草案

","
楊瓊瓔
","
 1110415   三讀
"
"
1110318
","

著作權法部分條文修正草案

","
楊瓊瓔
","
 1110415   三讀
"
"
1110318
","

天然氣事業法第三十一條條文修正草案

","
楊瓊瓔
","
 1110318   一讀(委員會待審)
"
"
1110318
","

學校衛生法第二十三條條文修正草案

","
楊瓊瓔
","
 1110318   一讀(委員會待審)
"
"
1110318
","

菸酒稅法第七條條文修正草案

","
楊瓊瓔
","
 1120112   三讀
"
"
1110318
","

兒童及少年福利與權益保障法第八十三條條文修正草案

","
鄭麗文
","
 1110318   一讀(委員會待審)
"
"
1110318
","

勞動基準法第三十二條條文修正草案

","
鄭麗文
","
 1110325   一讀(委員會待審)
"
"
1110318
","

食品安全衛生管理法第四十五條條文修正草案

","
鄭麗文
","
 1110318   一讀(委員會待審)
"
"
1110318
","

地方民意代表費用支給及村里長事務補助費補助條例第三條條文修正草案

","
鄭天財
","
 1110330   委員會審議中
"
"
1110318
","

電擊器使用條例草案

","
葉毓蘭
","
 1110318   一讀(委員會待審)
"
"
1110318
","

森林法第五十三條條文修正草案

","
葉毓蘭
","
 1110318   一讀(委員會待審)
"
"
1110318
","

民法增訂第一千一百四十九條之一條文草案

","
葉毓蘭
","
 1110318   一讀(委員會待審)
"
"
1110318
","

中華民國刑法增訂第二百八十三條之一條文草案

","
葉毓蘭
","
 1110318   一讀(委員會待審)
"
"
1110318
","

刑事訴訟法第二百零五條之二條文修正草案

","
葉毓蘭
","
 1110318   一讀(委員會待審)
"
"
1110318
","

典試法第三十一條條文修正草案

","
葉毓蘭
","
 1121114   三讀
"
"
1110318
","

公證法部分條文修正草案

","
葉毓蘭
","
 1120518   委員會審議中
"
"
1110318
","

公務員服務法第十一條及第二十五條條文修正草案

","
葉毓蘭等
","
 1110530   三讀
"
"
1110318
","

學校法人及其所屬私立學校教職員退休撫卹離職資遣條例第二十條及第二十五條條文修正草案

","
葉毓蘭
","
 1120523   三讀
"
"
1110318
","

道路交通管理處罰條例第四十四條條文修正草案

","
許淑華
","
 1120414   三讀
"
"
1110318
","

太空發展法第二條條文修正草案

","
林奕華
","
 1110318   一讀(委員會待審)
"
"
1110318
","

科學園區設置管理條例第二條條文修正草案

","
林奕華
","
 1110318   一讀(委員會待審)
"
"
1110318
","

財團法人國家實驗研究院設置條例第四條及第七條條文修正草案

","
林奕華
","
 1110318   一讀(委員會待審)
"
"
1110318
","

臺灣地區與大陸地區人民關係條例第三十六條及第八十一條條文修正草案

","
林楚茵
","
 1110318   一讀(委員會待審)
"
"
1110318
","

著作權法部分條文修正草案

","
林楚茵
","
 1110415   三讀
"
"
1110318
","

廢止中國農民銀行土地債券法

","
林楚茵
","
 1110318   一讀(委員會待審)
"
"
1110318
","

道路交通管理處罰條例第七條之二、第五十四條及第七十五條條文修正草案

","
林楚茵
","
 1110318   一讀(委員會待審)
"
"
1110318
","

中華民國刑法部分條文修正草案

","
林楚茵等
","
 1120107   三讀
"
"
1110318
","

財團法人國家衛生研究院設置條例第三條、第六條及第七條條文修正草案

","
林楚茵
","
 1110318   一讀(委員會待審)
"
"
1110318
","

公寓大廈管理條例部分條文修正草案

","
王美惠等
","
 1110426   三讀
"
"
1110318
","

後備軍人召集優待條例草案

","
羅致政等
","
 1110513   三讀
"
"
1110318
","

中華民國刑法部分條文修正草案

","
何欣純
","
 1120107   三讀
"
"
1110318
","

教保服務人員條例部分條文修正草案

","
吳玉琴
","
 1110531   三讀
"
"
1110318
","

信託法部分條文修正草案

","
吳玉琴
","
 1120525   委員會審議中
"
"
1110318
","

國家安全法第二條之一及第五條之一條文修正草案

","
張廖萬堅等
","
 1110520   三讀
"
"
1110318
","

臺灣地區與大陸地區人民關係條例第九條及第九十一條條文修正草案

","
張廖萬堅等
","
 1110520   三讀
"
"
1110318
","

道路交通管理處罰條例部分條文修正草案

","
張廖萬堅
","
 1120414   三讀
"
"
1110318
","

消防法第九條條文修正草案

","
黃國書
","
 1110426   三讀
"
"
1110318
","

災害防救法部分條文修正草案

","
黃國書
","
 1110524   三讀
"
"
1110318
","

國民體育法增訂第十六條之一條文草案

","
黃國書等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

學校衛生法第二十五條條文修正草案

","
黃國書等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

兒童及少年福利與權益保障法第二十四條條文修正草案

","
黃國書等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

國家安全法修正草案

","
陳亭妃
","
 1110520   三讀
"
"
1110318
","

臺灣地區與大陸地區人民關係條例部分條文修正草案

","
陳亭妃
","
 1110520   三讀
"
"
1110318
","

專利法增訂第六十條之一條文草案

","
陳亭妃
","
 1110415   三讀
"
"
1110318
","

商標法部分條文修正草案

","
陳亭妃
","
 1110415   三讀
"
"
1110318
","

著作權法部分條文修正草案

","
陳亭妃
","
 1110415   三讀
"
"
1110318
","

國民教育法第八條之一條文修正草案

","
萬美玲等
","
 1120529   三讀
"
"
1110318
","

文化創意產業發展法第二十六條、第二十七條及第二十七條之一條文修正草案

","
萬美玲等
","
 1120512   三讀
"
"
1110318
","

公職人員選舉罷免法第九十條條文修正草案

","
賴瑞隆等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

公職人員財產申報法第六條條文修正草案

","
賴瑞隆等
","
 1110530   三讀
"
"
1110318
","

稅捐稽徵法第十二條之二及第二十八條條文修正草案

","
曾銘宗等
","
 1110427   委員會審竣
"
"
1110318
","

家庭暴力防治法增訂第三條之一條文草案

","
張其祿等
","
 1121121   三讀
"
"
1110318
","

稅捐稽徵法第二十八條條文修正草案

","
林德福
","
 1110427   委員會審竣
"
"
1110318
","

精神衛生法修正草案

","
林為洲
","
 1111129   三讀
"
"
1110318
","

中華民國憲法增修條文第四條條文修正草案

","
萬美玲等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

中華民國憲法增修條文第十條條文修正草案

","
萬美玲
","
 1110318   一讀(委員會待審)
"
"
1110318
","

國民教育法第二條、第三條及第六條條文修正草案

","
萬美玲等
","
 1120529   三讀
"
"
1110318
","

中央法規標準法第十四條條文修正草案

","
萬美玲
","
 1110318   一讀(委員會待審)
"
"
1110318
","

租賃住宅市場發展及管理條例部分條文修正草案

","
台灣民眾黨黨團等
","
 1120112   三讀
"
"
1110318
","

強制汽車責任保險法第二十八條條文修正草案

","
台灣民眾黨黨團等
","
 1110530   三讀
"
"
1110318
","

後備軍人召集優待條例草案

","
台灣民眾黨黨團等
","
 1110513   三讀
"
"
1110318
","

動物保護法增訂第二十五條之三條文草案

","
台灣民眾黨黨團等
","
 1110427   委員會審議中
"
"
1110318
","

經濟及能源部中小及新創企業署組織法草案

","
台灣民眾黨黨團等
","
 1120516   三讀
"
"
1110318
","

道路交通管理處罰條例第五十六條之一條文修正草案

","
台灣民眾黨黨團等
","
 1120414   三讀
"
"
1110318
","

法務部司法官學院組織法第二條及第八條條文修正草案

","
台灣民眾黨黨團等
","
 1111227   三讀
"
"
1110318
","

法務部法醫研究所組織法第二條及第五條條文修正草案

","
台灣民眾黨黨團等
","
 1111227   三讀
"
"
1110318
","

兒童及少年福利與權益保障法第六十九條、第八十九條及第一百零三條條文修正草案

","
台灣民眾黨黨團等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

植物醫師法草案

","
台灣民眾黨黨團等
","
 1111124   委員會審竣
"
"
1110318
","

勞工保險條例第三十一條及第三十二條條文修正草案

","
台灣民眾黨黨團等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

就業服務法第五十二條條文修正草案

","
台灣民眾黨黨團等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

精神衛生法修正草案

","
台灣民眾黨黨團等
","
 1111129   三讀
"
"
1110318
","

菸害防制法第二條、第四條及第四條之一條文修正草案

","
台灣民眾黨黨團等
","
 1120112   三讀
"
"
1110318
","

菸害防制法部分條文修正草案

","
台灣民眾黨黨團等
","
 1120112   三讀
"
"
1110318
","

菸害防制法部分條文修正草案

","
台灣民眾黨黨團等
","
 1120112   三讀
"
"
1110318
","

財政收支劃分法修正草案

","
時代力量黨團等
","
 1120525   委員會審議中
"
"
1110318
","

道路交通管理處罰條例第十六條、第十六條之一及第四十三條條文修正草案

","
時代力量黨團等
","
 1120414   三讀
"
"
1110318
","

道路交通管理處罰條例第十七條及第六十六條條文修正草案

","
時代力量黨團等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

道路交通管理處罰條例部分條文修正草案

","
時代力量黨團等
","
 1120414   三讀
"
"
1110318
","

停車場法第三十二條及第四十條之一條文修正草案

","
時代力量黨團等
","
 1110526   委員會審議中
"
"
1110318
","

民用航空法第九十九條之十及第一百十八條之二條文修正草案

","
時代力量黨團等
","
 1110318   一讀(委員會待審)
"
"
1110318
","

兒童及少年福利與權益保障法第三十三條之一條文修正草案

","
時代力量黨團等
","
 1110318   一讀(委員會待審)
"
"
1110311
","

建築法第七十七條之一條文修正草案

","
莊瑞雄等
","
 1110426   三讀
"
"
1110311
","

地方制度法第七十八條條文修正草案

","
莊瑞雄等
","
 1110510   三讀
"
"
1110311
","

食農教育法草案

","
莊瑞雄等
","
 1110311   一讀(委員會待審)
"
"
1110311
","

食農教育法草案

","
林楚茵等
","
 1110311   一讀(委員會待審)
"
